gyro_x,gyro_y,gyro_z
-0.010173844965014382,0.02250198394627476,-0.0005223136921093784
0.008148020576319002,-0.028473900945239446,-0.0069775195279512476
-0.0028983140361700257,0.023201396285962003,0.009661597472443224
-0.0027435458307022457,-0.011388124358407376,-0.00782307522412908
0.01053042790404049,-0.003039485573895323,0.00358593024418964
-0.008853599048567879,0.012414794529336337,0.0036518894301177662
0.001605816536384327,-0.01563161644832043,-0.007079956865875959
0.0020728580026401497,0.01169966952101623,0.00453089648226457
-0.006971153968140698,-0.0031512718167269415,-0.0012549034564129469
0.008529181356052788,-0.004111888275765279,-0.002995269279786235
-0.002787660451458605,0.008753569127101846,0.005957929070622838
-0.0048824335149287475,-0.008722896476217858,-0.004604017269133603
0.013015213565677149,0.0077041780121523094,-0.0021557402230364744
-0.021545669069155067,-0.008369785352646514,0.012685417552333374
-0.026073953515855515,-0.001343230408947706,0.022666785290524967
0.011954696859492105,0.000155992951609525,-0.01975598055725942
0.013632807065642539,0.008414274896619153,0.027179679669849344
0.014314751312865517,0.02198399274155125,0.005687337832218739
-0.005875938457057476,-0.030559376742829568,-0.010251594214391365
-0.033219919121589114,-0.009181916580916879,-0.0035147002417878367
0.011009019445203192,0.01551174461576435,-0.01602406347947023
0.002566386319407098,-0.011517404322679368,0.011904192462545555
-0.013374292591868826,0.006729282144054461,-0.0023902477468212406
0.0181290156033028,0.00296853419056683,-0.01192031164840053
-0.016724826269731173,-0.017286141397329653,0.029412494821937592
-0.00028007811523437045,0.00374671422682228,-0.0052945045764033975
-0.007624625309614795,0.011103294429788545,-0.0080952421909669
0.011978869125618935,-0.0169399774963874,0.014117657265848472
-0.010489174988164951,0.013973049940977846,-0.012202579140031873
0.0019153654240141986,-0.003994436579671573,0.004860013093304865
0.010239079338636627,-0.0058857885109315404,0.0030973142996214434
-0.019381295127199064,0.012862565691763677,-0.008946860692430614
0.020164644180001176,-0.013723156894241972,0.010244048245381828
-0.009280545928675664,0.007221099649580285,-0.006871893454413622
-0.010731574853592456,0.003681841188551244,-0.00028545386308749657
0.03211401197342618,-0.013969773305506725,0.008912459031538433
-0.04853345431649274,0.02024742478594684,-0.014936397895199429
0.05971794168092881,-0.02002744119534527,0.017477523183263476
-0.13173541813031847,0.021764934928904595,-0.014860941189541158
-0.021670209424785224,0.004521039085573927,-0.005955706887511725
0.003972243716986049,0.0031806858919484287,0.0014367639293766678
0.012650733400507739,-0.005888089741292402,0.004311027084954838
-0.020632915208784464,0.0053212363739777195,-0.007037600777462084
0.017108547698510338,-0.0024555825359149114,0.006294304961524968
-0.005473856793630022,-0.0015696288515918105,-0.0028503070677527277
-0.007576188288738746,0.003308511501009423,-0.0027013687050253263
0.015940266215815683,-0.0028960120009394064,0.007899645548640213
-0.015368080980394175,0.0015070192601121814,-0.010081191102103582
0.006414024099363274,7.097796112565414e-06,0.007602235872357723
0.006521778216080368,-0.00028157624593584815,-0.0014452702635657398
-0.01700536052775823,-0.0016425631478154251,-0.0061303199971462705
0.027553221889351193,0.007677909034153416,0.013527031859978498
-0.008675522184193424,-0.010637204118092672,-0.009688848704781868
-0.005278780162658742,0.005446657319088029,0.006547533508155767
0.012624946609412557,-9.772934228422309e-05,-0.003000665190966318
-0.012045538285588594,-0.004665517674624375,-0.0005298252051335179
0.005025664271245164,0.008485679504776925,0.002789690545048501
0.004634959104135018,-0.008133471939916311,-0.0019267558815752117
-0.012118395679339516,0.0027871745548650696,0.0002165234169659
0.01355642416690959,0.004496522735306999,0.0007220741557678004
-0.007566769963205777,-0.009643334162881132,-0.0018000128151863918
-0.0035589428033877663,0.01063556038453962,-0.0008368553814777301
0.017328024754191526,-0.007084713386894755,0.00542947065588505
-0.032968341294404534,0.002650091262113443,-0.012990488522242504
0.035124381739180574,-0.01042196715581712,0.01780036653794515
-0.024976622764293042,0.0021423995048239263,0.0022225799465464364
-0.02231007087515724,0.016013103445564215,-0.025422284203853646
0.0191989621306784,-0.0012000272839960608,0.012704478753753207
0.05196339544601758,-0.0024028228660051857,-0.006227396718330986
0.06403620521829487,-0.006901514371498538,0.0130957801534477
-0.06527049445457561,0.0033609858456913194,0.0018870971872853395
-0.044065543989074876,-0.0004868078557961125,-0.016410293625868426
0.009156941625222181,-0.000571726315639637,0.00923211184051612
-0.004727814754232698,-0.0001916594395206992,-0.0028350533674961777
-0.004973284096591105,-8.009067595512781e-05,-0.003368752824319269
0.01366972983316355,-0.0001850714918336988,0.008548972998074698
-0.02877603455522045,0.0010599998140701874,-0.009308043942187415
-0.0225078713564814,-0.04702388838676717,0.025171079139473453
0.03666972635798668,-0.07124022233756086,0.004475859351461515
0.07185172805712528,-0.052123721591651184,0.010387003258007056
-0.011472801487914311,0.015191539445435776,-0.03302665264262032
-0.06072080313462756,0.07900857608780282,-0.023840750716011022
-6.955582876764371e-05,0.046744403215197065,0.022679124432402702
-0.04391261653060485,-0.00032240481965743056,0.010359661405344806
0.08191338591194768,-0.0724856694825393,0.013101892374993797
0.024337968395890003,-0.010974650449936837,0.016503835006618478
0.027625085828993524,-0.06236463643073357,0.021805514249101425
0.035572503201446906,-0.06865656070852319,0.010385393567135557
0.002077880645464842,0.0005843416414938012,-0.014546758574540738
-0.05064096859675077,0.06731645633829275,-0.03153246289453726
-0.005437964703999602,0.07499197883273861,0.01802456829763807
-0.008608234259671624,-0.03275151876750247,0.008209315677483857
0.045541964155046744,-0.08187976570638725,0.013621056549909742
0.01659985284615572,-0.04578579186264644,0.008936016216650702
